pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	GOID
path3909	5	GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	2.7913186195185157e-8	1.6426864234668959e-4	GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path2098	13	GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	3.161788430921542e-8	1.717575968366163e-4	GO_VENTRICULAR_SYSTEM_DEVELOPMENT	M11577	http://amigo.geneontology.org/amigo/term/GO:0021591	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process whose specific outcome is the progression of the brain ventricular system over time, from its formation to the mature structure. The brain ventricular system consists of four communicating cavities within the brain that are continuous with the central canal of the spinal cord. These cavities include two lateral ventricles, the third ventricle and the fourth ventricle. Cerebrospinal fluid fills the ventricles and is produced by the choroid plexus.	GO:0021591
path1115	57	GOBP_FEMALE_GAMETE_GENERATION	4.139035350925331e-8	1.930431130795532e-4	GO_FEMALE_GAMETE_GENERATION	M14814	http://amigo.geneontology.org/amigo/term/GO:0007292	EntrezGeneIds	C5	BP	Gene Ontology	GO	Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction.	GO:0007292
path896	14	GOBP_NADP_METABOLIC_PROCESS	4.1548710894240506e-8	1.930431130795532e-4	GO_NADP_METABOLIC_PROCESS	M10730	http://amigo.geneontology.org/amigo/term/GO:0006739	EntrezGeneIds	C5	BP	Gene Ontology	GO	The chemical reactions and pathways involving nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; metabolism may be of either the oxidized form, NADP, or the reduced form, NADPH.	GO:0006739
path2545	42	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	4.373687947669209e-8	1.930431130795532e-4	GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	M15855	http://amigo.geneontology.org/amigo/term/GO:0032233	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles.	GO:0032233
path5676	22	GOBP_RESPONSE_TO_DEXAMETHASONE	5.26823262912276e-8	2.08645943587666e-4	GO_RESPONSE_TO_DEXAMETHASONE	M15159	http://amigo.geneontology.org/amigo/term/GO:0071548	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus.	GO:0071548
path4322	32	GOBP_OOGENESIS	5.3180932669496664e-8	2.08645943587666e-4	GO_OOGENESIS	M11093	http://amigo.geneontology.org/amigo/term/GO:0048477	EntrezGeneIds	C5	BP	Gene Ontology	GO	The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster.	GO:0048477
path5510	34	GOBP_RESPONSE_TO_INTERLEUKIN_6	6.440143833498636e-8	2.2719713925894728e-4	GO_RESPONSE_TO_INTERLEUKIN_6	M14320	http://amigo.geneontology.org/amigo/term/GO:0070741	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus.	GO:0070741
path5653	10	GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE	7.59597450004172e-8	2.2719713925894728e-4	GO_CELLULAR_HYPEROSMOTIC_RESPONSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path5840	9	GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_G2_DNA_DAMAGE_CHECKPOINT	7.624286561861727e-8	2.2719713925894728e-4	GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_G2_DNA_DAMAGE_CHECKPOINT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path7007	2	GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	7.641423727132489e-8	2.2719713925894728e-4	GO_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4992	8	GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	7.68678378918056e-8	2.2719713925894728e-4	GO_RETINAL_ROD_CELL_DIFFERENTIATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4149	6	GOBP_SALIVA_SECRETION	7.721249729165013e-8	2.2719713925894728e-4	GO_SALIVA_SECRETION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4751	13	GOBP_KERATINOCYTE_MIGRATION	8.220314890203172e-8	2.3220680701662816e-4	GO_KERATINOCYTE_MIGRATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path898	8	GOBP_UBIQUINONE_METABOLIC_PROCESS	8.935222369002869e-8	2.3415325383129959e-4	GO_UBIQUINONE_METABOLIC_PROCESS	M14724	http://amigo.geneontology.org/amigo/term/GO:0006743	EntrezGeneIds	C5	BP	Gene Ontology	GO	The chemical reactions and pathways involving ubiquinone, a lipid-soluble electron-transporting coenzyme.	GO:0006743
path3261	11	GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	8.9523583916074e-8	2.3415325383129959e-4	GO_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	M16020	http://amigo.geneontology.org/amigo/term/GO:0036151	EntrezGeneIds	C5	BP	Gene Ontology	GO	Remodeling the acyl chains of phosphatidylcholine, through sequential deacylation and re-acylation reactions, to generate phosphatidylcholine containing different types of fatty acid acyl chains.	GO:0036151
path3998	26	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	1.0006784518777464e-7	2.504194550241865e-4	GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	M10235	http://amigo.geneontology.org/amigo/term/GO:0045815	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any epigenetic process that activates or increases the rate of gene expression.	GO:0045815
path1463	3	GOBP_SCF_COMPLEX_ASSEMBLY	1.0283467093839286e-7	2.504194550241865e-4	GO_SCF_COMPLEX_ASSEMBLY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path5097	3	GOBP_NEGATIVE_REGULATION_OF_GASTRIC_ACID_SECRETION	1.0939534051808549e-7	2.535054545206889e-4	GO_NEGATIVE_REGULATION_OF_GASTRIC_ACID_SECRETION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4321	89	GOBP_CELL_MATURATION	1.1463733161566833e-7	2.535054545206889e-4	GO_CELL_MATURATION	M12654	http://amigo.geneontology.org/amigo/term/GO:0048469	EntrezGeneIds	C5	BP	Gene Ontology	GO	A developmental process, independent of morphogenetic (shape) change, that is required for a cell to attain its fully functional state.	GO:0048469
path1434	20	GOBP_OOCYTE_DIFFERENTIATION	1.1487110142578602e-7	2.535054545206889e-4	GO_OOCYTE_DIFFERENTIATION	M13948	http://amigo.geneontology.org/amigo/term/GO:0009994	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process in which a relatively unspecialized immature germ cell acquires the specialized features of a mature female gamete.	GO:0009994
path2447	18	GOBP_G2_DNA_DAMAGE_CHECKPOINT	1.2541408944097167e-7	2.591188213770125e-4	GO_G2_DNA_DAMAGE_CHECKPOINT	M15339	http://amigo.geneontology.org/amigo/term/GO:0031572	EntrezGeneIds	C5	BP	Gene Ontology	GO	A cell cycle checkpoint that detects and negatively regulates progression from G2 to M phase in the cell cycle in response to DNA damage.	GO:0031572
path4190	13	GOBP_DECIDUALIZATION	1.2870082622037665e-7	2.591188213770125e-4	GO_DECIDUALIZATION	M12009	http://amigo.geneontology.org/amigo/term/GO:0046697	EntrezGeneIds	C5	BP	Gene Ontology	GO	The cellular and vascular changes occurring in the endometrium of the pregnant uterus just after the onset of blastocyst implantation. This process involves the proliferation and differentiation of the fibroblast-like endometrial stromal cells into large, polyploid decidual cells that eventually form the maternal component of the placenta.	GO:0046697
path6447	3	GOBP_REGULATION_OF_OOCYTE_MATURATION	1.3141755807403547e-7	2.591188213770125e-4	GO_REGULATION_OF_OOCYTE_MATURATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path6962	57	GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	1.3209152649795242e-7	2.591188213770125e-4	GO_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	M14915	http://amigo.geneontology.org/amigo/term/GO:1904029	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that modulates the frequency, rate or extent of cyclin-dependent protein kinase activity.	GO:1904029
path5520	4	GOBP_DEHYDROASCORBIC_ACID_TRANSPORT	1.406629246998449e-7	2.6847535192963166e-4	GO_DEHYDROASCORBIC_ACID_TRANSPORT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path3262	9	GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	1.5093194654151566e-7	2.8049432421329326e-4	GO_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	M15963	http://amigo.geneontology.org/amigo/term/GO:0036152	EntrezGeneIds	C5	BP	Gene Ontology	GO	Remodeling the acyl chains of phosphatidylethanolamine, through sequential deacylation and re-acylation reactions, to generate phosphatidylethanolamine containing different types of fatty acid acyl chains.	GO:0036152
path4694	283	GOBP_CELL_DIVISION	1.59538277475342e-7	2.845488967508601e-4	GO_CELL_DIVISION	M10604	http://amigo.geneontology.org/amigo/term/GO:0051301	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells.	GO:0051301
path3906	29	GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	1.611722972641008e-7	2.845488967508601e-4	GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	M10687	http://amigo.geneontology.org/amigo/term/GO:0045599	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation.	GO:0045599
path3563	13	GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	1.7782737234052495e-7	3.062959509673385e-4	GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE	M16622	http://amigo.geneontology.org/amigo/term/GO:0043094	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process which produces a useful metabolic compound from derivatives of it without de novo synthesis, as carried out by individual cells.	GO:0043094
path3310	5	GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY	1.9820794459927494e-7	3.2274683162285993e-4	GO_REELIN_MEDIATED_SIGNALING_PATHWAY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path506	3	GOBP_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	1.9949834158930578e-7	3.2274683162285993e-4	GO_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path2699	5	GOBP_MAST_CELL_CYTOKINE_PRODUCTION	2.040404664202229e-7	3.2274683162285993e-4	GO_MAST_CELL_CYTOKINE_PRODUCTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1449	23	GOBP_RESPONSE_TO_X_RAY	2.056591327237686e-7	3.2274683162285993e-4	GO_RESPONSE_TO_X_RAY	M15358	http://amigo.geneontology.org/amigo/term/GO:0010165	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz).	GO:0010165
path4010	23	GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	2.120470940074359e-7	3.2553747804314515e-4	GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	M10168	http://amigo.geneontology.org/amigo/term/GO:0045840	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that activates or increases the frequency, rate or extent of mitosis.	GO:0045840
path15	115	GOBP_CELL_CYCLE_CHECKPOINT	2.267284314352212e-7	3.341269678537881e-4	GO_CELL_CYCLE_CHECKPOINT	M15771	http://amigo.geneontology.org/amigo/term/GO:0000075	EntrezGeneIds	C5	BP	Gene Ontology	GO	A cell cycle process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction.	GO:0000075
path2233	8	GOBP_PANCREATIC_JUICE_SECRETION	2.2710477503921207e-7	3.341269678537881e-4	GO_PANCREATIC_JUICE_SECRETION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path3814	166	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	2.3919875152089386e-7	3.447381365860887e-4	GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	M14052	http://amigo.geneontology.org/amigo/term/GO:0044839	EntrezGeneIds	C5	BP	Gene Ontology	GO	The cell cycle process by which a cell in G2 phase commits to M phase.	GO:0044839
path6126	5	GOBP_GABAERGIC_NEURON_DIFFERENTIATION	2.5948905716989154e-7	3.665013215794617e-4	GO_GABAERGIC_NEURON_DIFFERENTIATION	M11870	http://amigo.geneontology.org/amigo/term/GO:0097154	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process in which a neuroblast acquires the specialized structural and functional features of a GABAergic neuron.	GO:0097154
path5710	124	GOBP_ANATOMICAL_STRUCTURE_MATURATION	2.696206717162216e-7	3.68146338546672e-4	GO_ANATOMICAL_STRUCTURE_MATURATION	M12218	http://amigo.geneontology.org/amigo/term/GO:0071695	EntrezGeneIds	C5	BP	Gene Ontology	GO	A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state.	GO:0071695
path1643	8	GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	2.710799069249307e-7	3.68146338546672e-4	GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path2439	9	GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	2.983187752051176e-7	3.9749458706264337e-4	GO_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING	M14424	http://amigo.geneontology.org/amigo/term/GO:0031442	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that activates or increases the frequency, rate or extent of mRNA 3'-end processing.	GO:0031442
path6625	152	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	3.159428893778162e-7	4.063322671430154e-4	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	M14554	http://amigo.geneontology.org/amigo/term/GO:1901988	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition.	GO:1901988
path2837	6	GOBP_LEYDIG_CELL_DIFFERENTIATION	3.177137769617332e-7	4.063322671430154e-4	GO_LEYDIG_CELL_DIFFERENTIATION	M12427	http://amigo.geneontology.org/amigo/term/GO:0033327	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of a Leydig cell. A Leydig cell is a testosterone-secreting cell in the interstitial area, between the seminiferous tubules, in the testis.	GO:0033327
path6056	20	GOBP_NEGATIVE_REGULATION_OF_CELL_AGING	3.222128357342893e-7	4.063322671430154e-4	GO_NEGATIVE_REGULATION_OF_CELL_AGING	M12032	http://amigo.geneontology.org/amigo/term/GO:0090344	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that decreases the rate, frequency, or extent of cell aging. Cell aging is the progression of the cell from its inception to the end of its lifespan.	GO:0090344
path81	60	GOBP_RECOMBINATIONAL_REPAIR	3.503313151315753e-7	4.2342425487208865e-4	GO_RECOMBINATIONAL_REPAIR	M15461	http://amigo.geneontology.org/amigo/term/GO:0000725	EntrezGeneIds	C5	BP	Gene Ontology	GO	A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous region of DNA.	GO:0000725
path897	7	GOBP_NADPH_REGENERATION	3.5617224073112005e-7	4.2342425487208865e-4	GO_NADPH_REGENERATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path5677	19	GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	3.5863131918565337e-7	4.2342425487208865e-4	GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	M16203	http://amigo.geneontology.org/amigo/term/GO:0071549	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus.	GO:0071549
path4130	45	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	3.597497336362544e-7	4.2342425487208865e-4	GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	M10345	http://amigo.geneontology.org/amigo/term/GO:0046470	EntrezGeneIds	C5	BP	Gene Ontology	GO	The chemical reactions and pathways involving phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline. They are important constituents of cell membranes.	GO:0046470
path6036	4	GOBP_SPINDLE_ASSEMBLY_INVOLVED_IN_MEIOSIS	3.730215230990452e-7	4.298041507887209e-4	GO_SPINDLE_ASSEMBLY_INVOLVED_IN_MEIOSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4999	7	GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	3.7734256178199314e-7	4.298041507887209e-4	GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	M12815	http://amigo.geneontology.org/amigo/term/GO:0060253	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that stops or decreases the rate or extent of glial cell proliferation.	GO:0060253
path2145	27	GOBP_FOREBRAIN_CELL_MIGRATION	3.88152697361462e-7	4.3414073149854117e-4	GO_FOREBRAIN_CELL_MIGRATION	M11998	http://amigo.geneontology.org/amigo/term/GO:0021885	EntrezGeneIds	C5	BP	Gene Ontology	GO	The orderly movement of a cell from one site to another at least one of which is located in the forebrain.	GO:0021885
path3908	21	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	3.93444978099782e-7	4.3414073149854117e-4	GO_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	M11127	http://amigo.geneontology.org/amigo/term/GO:0045601	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that modulates the frequency, rate or extent of endothelial cell differentiation.	GO:0045601
path2889	9	GOBP_ENDOSOMAL_VESICLE_FUSION	4.140307791278807e-7	4.453790770161896e-4	GO_ENDOSOMAL_VESICLE_FUSION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path3338	14	GOBP_TORC1_SIGNALING	4.162432896276828e-7	4.453790770161896e-4	GO_TORC1_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path719	15	GOBP_APOPTOTIC_DNA_FRAGMENTATION	4.37758635688224e-7	4.56825778550486e-4	GO_APOPTOTIC_DNA_FRAGMENTATION	M14606	http://amigo.geneontology.org/amigo/term/GO:0006309	EntrezGeneIds	C5	BP	Gene Ontology	GO	The cleavage of DNA during apoptosis, which usually occurs in two stages: cleavage into fragments of about 50 kbp followed by cleavage between nucleosomes to yield 200 bp fragments.	GO:0006309
path6733	66	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	4.4281347485561353e-7	4.56825778550486e-4	GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	M14479	http://amigo.geneontology.org/amigo/term/GO:1902750	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle G2/M phase transition.	GO:1902750
path6012	6	GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	4.487878124768901e-7	4.56825778550486e-4	GO_REGULATION_OF_SPINDLE_CHECKPOINT	M12321	http://amigo.geneontology.org/amigo/term/GO:0090231	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that modulates the rate, frequency, or extent of the spindle checkpoint, a cell cycle checkpoint that delays the metaphase/anaphase transition until the spindle is correctly assembled and oriented, and chromosomes are attached to the spindle.	GO:0090231
path1754	7	GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	4.5281639389060876e-7	4.56825778550486e-4	GO_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	M16773	http://amigo.geneontology.org/amigo/term/GO:0014857	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that modulates the frequency, rate or extent of skeletal muscle cell proliferation.	GO:0014857
path3469	20	GOBP_MECHANORECEPTOR_DIFFERENTIATION	4.850286815502767e-7	4.8243140711095716e-4	GO_MECHANORECEPTOR_DIFFERENTIATION	M14332	http://amigo.geneontology.org/amigo/term/GO:0042490	EntrezGeneIds	C5	BP	Gene Ontology	GO	The process in which a relatively unspecialized cell acquires specialized features of a mechanoreceptor, a cell specialized to transduce mechanical stimuli and relay that information centrally in the nervous system.	GO:0042490
path3886	22	GOBP_CELL_REDOX_HOMEOSTASIS	4.936502428706435e-7	4.8385691589582507e-4	GO_CELL_REDOX_HOMEOSTASIS	M12813	http://amigo.geneontology.org/amigo/term/GO:0045454	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that maintains the redox environment of a cell or compartment within a cell.	GO:0045454
path3281	4	GOBP_FAS_SIGNALING_PATHWAY	5.001650159949756e-7	4.8385691589582507e-4	GO_FAS_SIGNALING_PATHWAY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path4880	4	GOBP_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	5.1558399529483e-7	4.861515645915498e-4	GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path6963	20	GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	5.163051415225712e-7	4.861515645915498e-4	GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	M10177	http://amigo.geneontology.org/amigo/term/GO:1904030	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that stops, prevents or reduces the frequency, rate or extent of cyclin-dependent protein kinase activity.	GO:1904030
path6732	129	GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	5.279937849719602e-7	4.906160137005599e-4	GO_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	M12021	http://amigo.geneontology.org/amigo/term/GO:1902749	EntrezGeneIds	C5	BP	Gene Ontology	GO	Any process that modulates the frequency, rate or extent of cell cycle G2/M phase transition.	GO:1902749
path257	15	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	5.521757754486946e-7	5.027482705792318e-4	GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
