pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	GOID
path1266	9	GOMF_PHOSPHOLIPASE_BINDING	2.5573840526997873e-6	9.257195366700875e-4	GO_PHOSPHOLIPASE_BINDING	M18221	http://amigo.geneontology.org/amigo/term/GO:0043274	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with any phospholipase, enzymes that catalyze of the hydrolysis of a glycerophospholipid.	GO:0043274
path303	2	GOMF_SIGNAL_RECOGNITION_PARTICLE_BINDING	2.5688463543214906e-6	9.257195366700875e-4	GO_SIGNAL_RECOGNITION_PARTICLE_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path429	127	GOMF_MICROTUBULE_BINDING	2.6090445769778494e-6	9.257195366700875e-4	GO_MICROTUBULE_BINDING	M18777	http://amigo.geneontology.org/amigo/term/GO:0008017	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers.	GO:0008017
path678	27	GOMF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.783895431427573e-6	9.299168308681764e-4	GO_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	M18820	http://amigo.geneontology.org/amigo/term/GO:0015932	EntrezGeneIds	C5	MF	Gene Ontology	GO	Enables the transfer of nucleobases, nucleosides, nucleotides and nucleic acids from one side of a membrane to the other.	GO:0015932
path1668	31	GOMF_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.7937291269996204e-6	9.299168308681764e-4	GO_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1541	22	GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	2.827785337978889e-6	9.299168308681764e-4	GO_NEUROPEPTIDE_RECEPTOR_BINDING	M18007	http://amigo.geneontology.org/amigo/term/GO:0071855	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a neuropeptide receptor.	GO:0071855
path890	19	GOMF_PHOSPHATASE_INHIBITOR_ACTIVITY	3.0040313308809332e-06	9.643544615778354e-4	GO_PHOSPHATASE_INHIBITOR_ACTIVITY	M17952	http://amigo.geneontology.org/amigo/term/GO:0019212	EntrezGeneIds	C5	MF	Gene Ontology	GO	Stops, prevents or reduces the activity of a phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a substrate molecule.	GO:0019212
path1116	17	GOMF_DNA_POLYMERASE_ACTIVITY	3.2712096960218697e-6	0.0010257025987033383	GO_DNA_POLYMERASE_ACTIVITY	M17922	http://amigo.geneontology.org/amigo/term/GO:0034061	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a nucleic acid template and a 3'hydroxyl group.	GO:0034061
path888	39	GOMF_KINASE_INHIBITOR_ACTIVITY	3.357258144262842e-6	0.001028758854400049	GO_KINASE_INHIBITOR_ACTIVITY	M18021	http://amigo.geneontology.org/amigo/term/GO:0019210	EntrezGeneIds	C5	MF	Gene Ontology	GO	Stops, prevents or reduces the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule.	GO:0019210
path620	12	GOMF_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3.515312821674125e-6	0.0010492916526403401	GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	M18846	http://amigo.geneontology.org/amigo/term/GO:0015215	EntrezGeneIds	C5	MF	Gene Ontology	GO	Enables the transfer of a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate, from one side of a membrane to the other.	GO:0015215
path1006	1	GOMF_PRE_MRNA_5_SPLICE_SITE_BINDING	3.6470042894044025e-6	0.0010492916526403401	GO_PRE_MRNA_5_SPLICE_SITE_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path580	49	GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3.6887283696933535e-6	0.0010492916526403401	GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path404	73	GOMF_IRON_ION_BINDING	3.7461364894178965e-6	0.0010492916526403401	GO_IRON_ION_BINDING	M18915	http://amigo.geneontology.org/amigo/term/GO:0005506	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with iron (Fe) ions.	GO:0005506
path973	12	GOMF_LRR_DOMAIN_BINDING	3.865666271517013e-6	0.0010492916526403401	GO_LRR_DOMAIN_BINDING	M18561	http://amigo.geneontology.org/amigo/term/GO:0030275	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a LRR domain (leucine rich repeats) of a protein.	GO:0030275
path810	6	GOMF_CARBON_SULFUR_LYASE_ACTIVITY	3.891210236078147e-6	0.0010492916526403401	GO_CARBON_SULFUR_LYASE_ACTIVITY	M18648	http://amigo.geneontology.org/amigo/term/GO:0016846	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the elimination of hydrogen sulfide or substituted H2S.	GO:0016846
path222	3	GOMF_POLYNUCLEOTIDE_ADENYLYLTRANSFERASE_ACTIVITY	4.002228270763958e-6	0.0010557618827293565	GO_POLYNUCLEOTIDE_ADENYLYLTRANSFERASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path802	20	GOMF_CARBOXY_LYASE_ACTIVITY	4.102085838191033e-6	0.0010557618827293565	GO_CARBOXY_LYASE_ACTIVITY	M18027	http://amigo.geneontology.org/amigo/term/GO:0016831	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the nonhydrolytic addition or removal of a carboxyl group to or from a compound.	GO:0016831
path621	11	GOMF_PURINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4.2431476306971906e-6	0.0010557618827293565	GO_PURINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1288	21	GOMF_PROTEIN_FOLDING_CHAPERONE	4.260762537894291e-6	0.0010557618827293565	GO_PROTEIN_FOLDING_CHAPERONE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path216	46	GOMF_PHOSPHOLIPASE_ACTIVITY	4.306724996868269e-6	0.0010557618827293565	GO_PHOSPHOLIPASE_ACTIVITY	M19165	http://amigo.geneontology.org/amigo/term/GO:0004620	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the hydrolysis of a glycerophospholipid.	GO:0004620
path1563	7	GOMF_CERAMIDE_BINDING	4.41507586765946e-6	0.0010629960981299407	GO_CERAMIDE_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path847	17	GOMF_TBP_CLASS_PROTEIN_BINDING	4.872313146874056e-6	0.0011525024674129002	GO_TBP_CLASS_PROTEIN_BINDING	M19065	http://amigo.geneontology.org/amigo/term/GO:0017025	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a member of the class of TATA-binding proteins (TBP), including any of the TBP-related factors (TRFs).	GO:0017025
path1031	11	GOMF_ALKALI_METAL_ION_BINDING	5.154512072937543e-6	0.0011848237028665315	GO_ALKALI_METAL_ION_BINDING	M18586	http://amigo.geneontology.org/amigo/term/GO:0031420	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with any alkali metal ion; alkali metals are those elements in group Ia of the periodic table, with the exception of hydrogen.	GO:0031420
path751	5	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR	5.333318723476604e-6	0.0011848237028665315	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR	NA	NA	NA	NA	NA	NA	NA	NA	NA
path282	5	GOMF_PROSTAGLANDIN_E_RECEPTOR_ACTIVITY	5.495646609417754e-6	0.0011848237028665315	GO_PROSTAGLANDIN_E_RECEPTOR_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1524	3	GOMF_LEUCINE_BINDING	5.663552737069872e-6	0.0011848237028665315	GO_LEUCINE_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1580	19	GOMF_DISORDERED_DOMAIN_SPECIFIC_BINDING	5.704450028719939e-6	0.0011848237028665315	GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path379	8	GOMF_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.7704740092766834e-6	0.0011848237028665315	GO_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1672	27	GOMF_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.839240597871314e-6	0.0011848237028665315	GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	M18137	http://amigo.geneontology.org/amigo/term/GO:1901618	EntrezGeneIds	C5	MF	Gene Ontology	GO	Enables the transfer of organic hydroxy compound from one side of the membrane to the other.	GO:1901618
path885	114	GOMF_KINASE_REGULATOR_ACTIVITY	5.841002060484988e-6	0.0011848237028665315	GO_KINASE_REGULATOR_ACTIVITY	M18126	http://amigo.geneontology.org/amigo/term/GO:0019207	EntrezGeneIds	C5	MF	Gene Ontology	GO	Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule.	GO:0019207
path596	12	GOMF_HEXOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.887718124871242e-6	0.0011848237028665315	GO_HEXOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1412	12	GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.887718124871242e-6	0.0011848237028665315	GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	M18351	http://amigo.geneontology.org/amigo/term/GO:0051119	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the transfer of a sugar from one side of the membrane to the other. A sugar is any member of a class of sweet, water-soluble, crystallizable carbohydrates, which are the monosaccharides and smaller oligosaccharides.	GO:0051119
path782	61	GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY	6.114272697749354e-6	0.0012105534215663969	GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY	M19225	http://amigo.geneontology.org/amigo/term/GO:0016779	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the transfer of a nucleotidyl group to a reactant.	GO:0016779
path716	4	GOMF_RRNA_ADENINE_METHYLTRANSFERASE_ACTIVITY	6.224198158067236e-6	0.0012105534215663969	GO_RRNA_ADENINE_METHYLTRANSFERASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path316	19	GOMF_FRIZZLED_BINDING	6.284930405051511e-6	0.0012105534215663969	GO_FRIZZLED_BINDING	M19010	http://amigo.geneontology.org/amigo/term/GO:0005109	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with the frizzled (fz) receptor.	GO:0005109
path667	173	GOMF_TUBULIN_BINDING	6.544667211251528e-6	0.001225880505644943	GO_TUBULIN_BINDING	M18779	http://amigo.geneontology.org/amigo/term/GO:0015631	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with monomeric or multimeric forms of tubulin, including microtubules.	GO:0015631
path450	373	GOMF_TRANSCRIPTION_FACTOR_BINDING	6.5463483046589995e-6	0.001225880505644943	GO_TRANSCRIPTION_FACTOR_BINDING	M18797	http://amigo.geneontology.org/amigo/term/GO:0008134	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a transcription factor, any protein required to initiate or regulate transcription.	GO:0008134
path1436	30	GOMF_HSP90_PROTEIN_BINDING	6.830853765146796e-6	0.0012616347848912835	GO_HSP90_PROTEIN_BINDING	M18372	http://amigo.geneontology.org/amigo/term/GO:0051879	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size.	GO:0051879
path1519	13	GOMF_PROTEASOME_BINDING	7.030237872019443e-6	0.001280913570419378	GO_PROTEASOME_BINDING	M18042	http://amigo.geneontology.org/amigo/term/GO:0070628	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a proteasome, a large multisubunit protein complex that catalyzes protein degradation.	GO:0070628
path1617	40	GOMF_PROTEIN_SERINE_PHOSPHATASE_ACTIVITY	7.252362233163228e-6	0.0012929621738523656	GO_PROTEIN_SERINE_PHOSPHATASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path825	19	GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	7.288159781225907e-6	0.0012929621738523656	GO_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	M18813	http://amigo.geneontology.org/amigo/term/GO:0016879	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the joining of two molecules, or two groups within a single molecule, via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate.	GO:0016879
path58	159	GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	7.515905818660031e-6	0.0013160492159347394	GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	M19095	http://amigo.geneontology.org/amigo/term/GO:0001664	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a G-protein coupled receptor.	GO:0001664
path2	9	GOMF_MANNOSYLTRANSFERASE_ACTIVITY	7.936109429801404e-6	0.001371811917761094	GO_MANNOSYLTRANSFERASE_ACTIVITY	M18522	http://amigo.geneontology.org/amigo/term/GO:0000030	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the transfer of a mannosyl group to an acceptor molecule, typically another carbohydrate or a lipid.	GO:0000030
