pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	GOID
path515	6	GOCC_PARANODE_REGION_OF_AXON	0.0030870801267488994	0.9314807407142157	GO_PARANODE_REGION_OF_AXON	M17277	http://amigo.geneontology.org/amigo/term/GO:0033270	EntrezGeneIds	C5	CC	Gene Ontology	GO	An axon part that is located adjacent to the nodes of Ranvier and surrounded by lateral loop portions of myelin sheath.	GO:0033270
path619	9	GOCC_GERM_CELL_NUCLEUS	0.0033071204020276457	0.9314807407142157	GO_GERM_CELL_NUCLEUS	M17165	http://amigo.geneontology.org/amigo/term/GO:0043073	EntrezGeneIds	C5	CC	Gene Ontology	GO	The nucleus of a germ cell, a reproductive cell in multicellular organisms.	GO:0043073
path337	99	GOCC_MIDBODY	0.0033635322247095555	0.9314807407142157	GO_MIDBODY	M17533	http://amigo.geneontology.org/amigo/term/GO:0030496	EntrezGeneIds	C5	CC	Gene Ontology	GO	A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis.	GO:0030496
path738	2	GOCC_BRCA1_A_COMPLEX	0.0034262261877852987	0.9314807407142157	GO_BRCA1_A_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path795	17	GOCC_FLEMMING_BODY	0.0034536609502610984	0.9314807407142157	GO_FLEMMING_BODY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path950	3	GOCC_ENZYME_ACTIVATOR_COMPLEX	0.003817394431963587	0.9666536977352771	GO_ENZYME_ACTIVATOR_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path33	57	GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	0.003849558915087717	0.9666536977352771	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	M17499	http://amigo.geneontology.org/amigo/term/GO:0000779	EntrezGeneIds	C5	CC	Gene Ontology	GO	The region of a condensed chromosome that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome.	GO:0000779
path427	68	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	0.004302487932031483	0.9883403366748523	GO_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	M17643	http://amigo.geneontology.org/amigo/term/GO:0031461	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any ubiquitin ligase complex in which the catalytic core consists of a member of the cullin family and a RING domain protein; the core is associated with one or more additional proteins that confer substrate specificity.	GO:0031461
path468	5	GOCC_CHROMOSOME_PASSENGER_COMPLEX	0.004355784111947705	0.9883403366748523	GO_CHROMOSOME_PASSENGER_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path622	4	GOCC_ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX	0.00447406124122051	0.9883403366748523	GO_ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path778	4	GOCC_ELASTIC_FIBER	0.004478808733545254	0.9883403366748523	GO_ELASTIC_FIBER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path628	7	GOCC_AXON_HILLOCK	0.005241203211191655	1	GO_AXON_HILLOCK	NA	NA	NA	NA	NA	NA	NA	NA	NA
path196	81	GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	0.005959149466435627	1	GO_MICROTUBULE_ASSOCIATED_COMPLEX	M17605	http://amigo.geneontology.org/amigo/term/GO:0005875	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any multimeric complex connected to a microtubule.	GO:0005875
path961	38	GOCC_AXON_CYTOPLASM	0.006387942218476338	1	GO_AXON_CYTOPLASM	M17530	http://amigo.geneontology.org/amigo/term/GO:1904115	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any cytoplasm that is part of a axon.	GO:1904115
path22	22	GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	0.00725990270388665	1	GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	M17847	http://amigo.geneontology.org/amigo/term/GO:0000307	EntrezGeneIds	C5	CC	Gene Ontology	GO	Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner.	GO:0000307
path194	26	GOCC_KINESIN_COMPLEX	0.007693654322466557	1	GO_KINESIN_COMPLEX	M17029	http://amigo.geneontology.org/amigo/term/GO:0005871	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any complex that includes a dimer of molecules from the kinesin superfamily, a group of related proteins that contain an extended region of predicted alpha-helical coiled coil in the main chain that likely produces dimerization. The native complexes of several kinesin family members have also been shown to contain additional peptides, often designated light chains as all of the noncatalytic subunits that are currently known are smaller than the chain that contains the motor unit. Kinesin complexes generally possess a force-generating enzymatic activity, or motor, which converts the free energy of the gamma phosphate bond of ATP into mechanical work.	GO:0005871
path992	14	GOCC_MICROTUBULE_END	0.007979230147431933	1	GO_MICROTUBULE_END	M17598	http://amigo.geneontology.org/amigo/term/GO:1990752	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any end of a microtubule. Microtubule ends differ in that the so-called microtubule plus-end is the one that preferentially grows by polymerization, with respect to the minus-end.	GO:1990752
path913	4	GOCC_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	0.008403457116502219	1	GO_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path195	182	GOCC_MICROTUBULE	0.008445363489173538	1	GO_MICROTUBULE	M17349	http://amigo.geneontology.org/amigo/term/GO:0005874	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.	GO:0005874
path173	190	GOCC_SPINDLE	0.008469618986030308	1	GO_SPINDLE	M17721	http://amigo.geneontology.org/amigo/term/GO:0005819	EntrezGeneIds	C5	CC	Gene Ontology	GO	The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart.	GO:0005819
path926	297	GOCC_POLYMERIC_CYTOSKELETAL_FIBER	0.008695040143847203	1	GO_POLYMERIC_CYTOSKELETAL_FIBER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path31	73	GOCC_KINETOCHORE	0.009046386245282468	1	GO_KINETOCHORE	M17472	http://amigo.geneontology.org/amigo/term/GO:0000776	EntrezGeneIds	C5	CC	Gene Ontology	GO	A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules.	GO:0000776
path991	2	GOCC_EARP_COMPLEX	0.009295090831820708	1	GO_EARP_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path666	4	GOCC_MLL3_4_COMPLEX	0.009656567773660203	1	GO_MLL3_4_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path228	4	GOCC_SPECTRIN	0.010001293204575044	1	GO_SPECTRIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path73	3	GOCC_FEMALE_GERM_CELL_NUCLEUS	0.010675515010828222	1	GO_FEMALE_GERM_CELL_NUCLEUS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path614	3	GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	0.012289926364100269	1	GO_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path32	8	GOCC_CONDENSED_NUCLEAR_CHROMOSOME_KINETOCHORE	0.012838786337487326	1	GO_CONDENSED_NUCLEAR_CHROMOSOME_KINETOCHORE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path975	2	GOCC_GATOR1_COMPLEX	0.013370272411119339	1	GO_GATOR1_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path562	5	GOCC_MYELIN_SHEATH_ADAXONAL_REGION	0.013650843481100315	1	GO_MYELIN_SHEATH_ADAXONAL_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path53	77	GOCC_SPINDLE_POLE	0.013714925154520646	1	GO_SPINDLE_POLE	M17145	http://amigo.geneontology.org/amigo/term/GO:0000922	EntrezGeneIds	C5	CC	Gene Ontology	GO	Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.	GO:0000922
path789	76	GOCC_MITOTIC_SPINDLE	0.014732355246990512	1	GO_MITOTIC_SPINDLE	M17132	http://amigo.geneontology.org/amigo/term/GO:0072686	EntrezGeneIds	C5	CC	Gene Ontology	GO	A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules.	GO:0072686
path504	2	GOCC_CIS_GOLGI_NETWORK_MEMBRANE	0.014735080458308543	1	GO_CIS_GOLGI_NETWORK_MEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path306	5	GOCC_MITOCHONDRIAL_CRISTA	0.014847896898845369	1	GO_MITOCHONDRIAL_CRISTA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path835	4	GOCC_HIPPOCAMPAL_MOSSY_FIBER	0.015380773991467658	1	GO_HIPPOCAMPAL_MOSSY_FIBER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path845	8	GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	0.01588849339883314	1	GO_TRANSCRIPTION_PREINITIATION_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path238	205	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	0.0164440429775477	1	GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	M17680	http://amigo.geneontology.org/amigo/term/GO:0009897	EntrezGeneIds	C5	CC	Gene Ontology	GO	The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface.	GO:0009897
path58	3	GOCC_GARP_COMPLEX	0.016808590842434058	1	GO_GARP_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path111	5	GOCC_DNA_REPLICATION_FACTOR_C_COMPLEX	0.01692660488979608	1	GO_DNA_REPLICATION_FACTOR_C_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path632	5	GOCC_SCHMIDT_LANTERMAN_INCISURE	0.017041922962438706	1	GO_SCHMIDT_LANTERMAN_INCISURE	M17528	http://amigo.geneontology.org/amigo/term/GO:0043220	EntrezGeneIds	C5	CC	Gene Ontology	GO	Regions within compact myelin in which the cytoplasmic faces of the enveloping myelin sheath are not tightly juxtaposed, and include cytoplasm from the cell responsible for making the myelin. Schmidt-Lanterman incisures occur in the compact myelin internode, while lateral loops are analogous structures found in the paranodal region adjacent to the nodes of Ranvier.	GO:0043220
path1	9	GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	0.017073669055858293	1	GO_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	M17704	http://amigo.geneontology.org/amigo/term/GO:0000109	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any complex formed of proteins that act in nucleotide-excision repair.	GO:0000109
path731	4	GOCC_SHELTERIN_COMPLEX	0.017588673372601706	1	GO_SHELTERIN_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path674	36	GOCC_INTERCELLULAR_BRIDGE	0.017608517617200177	1	GO_INTERCELLULAR_BRIDGE	M17663	http://amigo.geneontology.org/amigo/term/GO:0045171	EntrezGeneIds	C5	CC	Gene Ontology	GO	A direct connection between the cytoplasm of two cells that is formed following the completion of cleavage furrow ingression during cell division. They are usually present only briefly prior to completion of cytokinesis. However, in some cases, such as the bridges between germ cells during their development, they become stabilised.	GO:0045171
path39	101	GOCC_CONDENSED_CHROMOSOME	0.018384058627256856	1	GO_CONDENSED_CHROMOSOME	M17639	http://amigo.geneontology.org/amigo/term/GO:0000793	EntrezGeneIds	C5	CC	Gene Ontology	GO	A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure.	GO:0000793
path197	32	GOCC_SPINDLE_MICROTUBULE	0.01874095148425981	1	GO_SPINDLE_MICROTUBULE	M17584	http://amigo.geneontology.org/amigo/term/GO:0005876	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole.	GO:0005876
path910	2	GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	0.01882443126728441	1	GO_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path651	3	GOCC_CEREBELLAR_MOSSY_FIBER	0.019221211946319927	1	GO_CEREBELLAR_MOSSY_FIBER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path430	7	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	0.019307145669758906	1	GO_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path853	323	GOCC_SIDE_OF_MEMBRANE	0.020227733021714912	1	GO_SIDE_OF_MEMBRANE	M17514	http://amigo.geneontology.org/amigo/term/GO:0098552	EntrezGeneIds	C5	CC	Gene Ontology	GO	A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface.	GO:0098552
path170	58	GOCC_CENTRIOLE	0.02063034943920727	1	GO_CENTRIOLE	M17001	http://amigo.geneontology.org/amigo/term/GO:0005814	EntrezGeneIds	C5	CC	Gene Ontology	GO	A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle.	GO:0005814
path269	13	GOCC_SWI_SNF_COMPLEX	0.021201490962201214	1	GO_SWI_SNF_COMPLEX	M17713	http://amigo.geneontology.org/amigo/term/GO:0016514	EntrezGeneIds	C5	CC	Gene Ontology	GO	A SWI/SNF-type complex that contains nine or more proteins, including both conserved (core) and nonconserved components; the Swi2/Snf2 ATPase is one of the core components.	GO:0016514
path421	5	GOCC_CTF18_RFC_LIKE_COMPLEX	0.02122877733606685	1	GO_CTF18_RFC_LIKE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path658	3	GOCC_DENDRITIC_SPINE_NECK	0.02165155381895656	1	GO_DENDRITIC_SPINE_NECK	NA	NA	NA	NA	NA	NA	NA	NA	NA
path772	10	GOCC_NPBAF_COMPLEX	0.022335462663104006	1	GO_NPBAF_COMPLEX	M17209	http://amigo.geneontology.org/amigo/term/GO:0071564	EntrezGeneIds	C5	CC	Gene Ontology	GO	A SWI/SNF-type complex that is found in neural stem or progenitor cells, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, PHF10/BAF45A, ACTL6A/BAF53A genes. The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells.	GO:0071564
path755	3	GOCC_TRANSLATION_PREINITIATION_COMPLEX	0.022453363145080868	1	GO_TRANSLATION_PREINITIATION_COMPLEX	M17745	http://amigo.geneontology.org/amigo/term/GO:0070993	EntrezGeneIds	C5	CC	Gene Ontology	GO	A ribonucleoprotein complex that contains the small ribosomal subunit, a translation initiation ternary complex (i.e. an initiator tRNA, GTP, and an IF2 or eIF2 complex), and an mRNA.	GO:0070993
path603	10	GOCC_MHC_PROTEIN_COMPLEX	0.023416427496349444	1	GO_MHC_PROTEIN_COMPLEX	M17090	http://amigo.geneontology.org/amigo/term/GO:0042611	EntrezGeneIds	C5	CC	Gene Ontology	GO	A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen.	GO:0042611
path30	96	GOCC_CHROMOSOME_CENTROMERIC_REGION	0.02367115279543838	1	GO_CHROMOSOME_CENTROMERIC_REGION	M17062	http://amigo.geneontology.org/amigo/term/GO:0000775	EntrezGeneIds	C5	CC	Gene Ontology	GO	The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome.	GO:0000775
path605	8	GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	0.023833765215443392	1	GO_MHC_CLASS_II_PROTEIN_COMPLEX	M17666	http://amigo.geneontology.org/amigo/term/GO:0042613	EntrezGeneIds	C5	CC	Gene Ontology	GO	A transmembrane protein complex composed of an MHC class II alpha and MHC class II beta chain, and with or without a bound peptide or polysaccharide antigen.	GO:0042613
path940	3	GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	0.023867286956902895	1	GO_CENTRIOLAR_SUBDISTAL_APPENDAGE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path631	7	GOCC_COMPACT_MYELIN	0.02405212233080489	1	GO_COMPACT_MYELIN	M17251	http://amigo.geneontology.org/amigo/term/GO:0043218	EntrezGeneIds	C5	CC	Gene Ontology	GO	The portion of the myelin sheath in which layers of cell membrane are tightly juxtaposed, completely excluding cytoplasm. The juxtaposed cytoplasmic surfaces form the major dense line, while the juxtaposed extracellular surfaces form the interperiod line visible in electron micrographs.	GO:0043218
path522	3	GOCC_HOST_CELL_PART	0.02468420510660856	1	GO_HOST_CELL_PART	NA	NA	NA	NA	NA	NA	NA	NA	NA
path407	15	GOCC_LAMELLIPODIUM_MEMBRANE	0.025398650409397983	1	GO_LAMELLIPODIUM_MEMBRANE	M17447	http://amigo.geneontology.org/amigo/term/GO:0031258	EntrezGeneIds	C5	CC	Gene Ontology	GO	The portion of the plasma membrane surrounding a lamellipodium.	GO:0031258
path827	18	GOCC_MITOTIC_SPINDLE_POLE	0.02547284003599621	1	GO_MITOTIC_SPINDLE_POLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path884	1	GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	0.025844377036555104	1	GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path554	10	GOCC_MICROTUBULE_PLUS_END	0.02598507092400344	1	GO_MICROTUBULE_PLUS_END	M17391	http://amigo.geneontology.org/amigo/term/GO:0035371	EntrezGeneIds	C5	CC	Gene Ontology	GO	The growing (plus) end of a microtubule. In vitro, microtubules polymerize more quickly at the plus end than at the minus end. In vivo, microtubule growth occurs only at the plus end, and the plus end switches between periods of growth and shortening, a behavior known as dynamic instability.	GO:0035371
path907	4	GOCC_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	0.026206529143346573	1	GO_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path71	36	GOCC_ACROSOMAL_VESICLE	0.026361291555835407	1	GO_ACROSOMAL_VESICLE	M17623	http://amigo.geneontology.org/amigo/term/GO:0001669	EntrezGeneIds	C5	CC	Gene Ontology	GO	A structure in the head of a spermatozoon that contains acid hydrolases, and is concerned with the breakdown of the outer membrane of the ovum during fertilization. It lies just beneath the plasma membrane and is derived from the lysosome.	GO:0001669
path27	2	GOCC_EKC_KEOPS_COMPLEX	0.02652018285383047	1	GO_EKC_KEOPS_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path224	3	GOCC_PHOSPHORYLASE_KINASE_COMPLEX	0.02760332199379908	1	GO_PHOSPHORYLASE_KINASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path6	4	GOCC_GOLGI_CIS_CISTERNA	0.027666596263105556	1	GO_GOLGI_CIS_CISTERNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path85	14	GOCC_PODOSOME	0.028443396254146616	1	GO_PODOSOME	M17573	http://amigo.geneontology.org/amigo/term/GO:0002102	EntrezGeneIds	C5	CC	Gene Ontology	GO	An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm.	GO:0002102
path40	40	GOCC_CONDENSED_NUCLEAR_CHROMOSOME	0.028456977693487078	1	GO_CONDENSED_NUCLEAR_CHROMOSOME	M16990	http://amigo.geneontology.org/amigo/term/GO:0000794	EntrezGeneIds	C5	CC	Gene Ontology	GO	A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome.	GO:0000794
path91	7	GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	0.029669596257477168	1	GO_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
