pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	ID
path974	5	REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	0.0011521146685898563	0.7385272385005763	REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path273	15	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.0011620696281442464	0.7385272385005763	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	M1079	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_8017	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in APC-Cdc20 mediated degradation of Nek2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_8017
path805	18	REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.0012463863802227716	0.7543931957564852	REACTOME_OTHER_INTERLEUKIN_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path281	12	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	0.0014152362347473744	0.8176559874964687	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
path709	8	REACTOME_CGMP_EFFECTS	0.0015268262966509237	0.8437740369320215	REACTOME_CGMP_EFFECTS	M902	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23767	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in cGMP effects	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23767
path1262	9	REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.0016274409142315591	0.8619029180790583	REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1357	11	REACTOME_INTERLEUKIN_15_SIGNALING	0.0017267384011580248	0.8779118305030458	REACTOME_INTERLEUKIN_15_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path458	2	REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	0.0018284290587426012	0.8938592310737858	REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path197	6	REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.0019505859153261	0.9094470186706288	REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	M17019	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11103	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Nef mediated downregulation of MHC class I complex cell surface expression	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11103
path250	12	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.002010409906310345	0.9094470186706288	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	M1039	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6820	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in APC/C:Cdc20 mediated degradation of Cyclin B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6820
path447	61	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.0021549498185103075	0.9094470186706288	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	M705	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121399	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in MHC class II antigen presentation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121399
path42	1	REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.0021723623845927354	0.9094470186706288	REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	M5756	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1321	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in E2F-enabled inhibition of pre-replication complex formation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1321
path1563	3	REACTOME_ATTACHMENT_AND_ENTRY	0.002232270512634452	0.9094470186706288	REACTOME_ATTACHMENT_AND_ENTRY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1053	33	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.0022896179395070944	0.9094470186706288	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path265	11	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.0024193357359203584	0.9318511881245845	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	M1050	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6904	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Phosphorylation of the APC/C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6904
path645	4	REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	0.002592615438741731	0.9692226362624777	REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path5	8	REACTOME_MAPK3_ERK1_ACTIVATION	0.0027607966106409274	0.9910446995433472	REACTOME_MAPK3_ERK1_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1491	5	REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	0.0028069287005034107	0.9910446995433472	REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1089	45	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.002905993575499995	0.9950903520191596	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1117	17	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.003046605814246662	0.9950903520191596	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path104	13	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.0030532527703280685	0.9950903520191596	REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	M489	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1041	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1041
path264	12	REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.003437965806041084	1	REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	M1044	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6867	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_6867
path1514	12	REACTOME_RAS_PROCESSING	0.003734686575802218	1	REACTOME_RAS_PROCESSING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1231	10	REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	0.003800728536626812	1	REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1121	3	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	0.0038941963363149923	1	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1360	7	REACTOME_INTERLEUKIN_9_SIGNALING	0.004054721185629832	1	REACTOME_INTERLEUKIN_9_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path286	20	REACTOME_EGFR_DOWNREGULATION	0.004079430555149193	1	REACTOME_EGFR_DOWNREGULATION	M16597	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12484	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in EGFR downregulation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12484
path1244	23	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	0.004191215179424109	1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path150	4	REACTOME_FIBRONECTIN_MATRIX_FORMATION	0.004396357873085702	1	REACTOME_FIBRONECTIN_MATRIX_FORMATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path414	9	REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.004468596345714196	1	REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	M7257	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13643	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in NRIF signals cell death from the nucleus	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13643
path537	10	REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	0.004487367415530358	1	REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path956	11	REACTOME_SHC_MEDIATED_CASCADE_FGFR4	0.004510455964213197	1	REACTOME_SHC_MEDIATED_CASCADE_FGFR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1409	9	REACTOME_INTERLEUKIN_2_SIGNALING	0.005087861276167255	1	REACTOME_INTERLEUKIN_2_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path451	4	REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0.005114000825753404	1	REACTOME_SYNTHESIS_OF_LIPOXINS_LX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1230	5	REACTOME_PTK6_REGULATES_CELL_CYCLE	0.005268802868197285	1	REACTOME_PTK6_REGULATES_CELL_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path682	12	REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.005602080461068963	1	REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	M16498	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19236	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Sema3A PAK dependent Axon repulsion	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19236
path305	9	REACTOME_CELLULAR_HEXOSE_TRANSPORT	0.00565474587431644	1	REACTOME_CELLULAR_HEXOSE_TRANSPORT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path508	93	REACTOME_CELLULAR_SENESCENCE	0.005888363790445547	1	REACTOME_CELLULAR_SENESCENCE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1599	26	REACTOME_KINESINS	0.00595841677983266	1	REACTOME_KINESINS	M977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25201	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Kinesins	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25201
path315	5	REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	0.006139636880688896	1	REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1533	6	REACTOME_PEXOPHAGY	0.006744415059117919	1	REACTOME_PEXOPHAGY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path141	9	REACTOME_SIGNALING_BY_ACTIVIN	0.0069768055976019904	1	REACTOME_SIGNALING_BY_ACTIVIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path126	8	REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.007030226093603874	1	REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	M700	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121324	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Acyl chain remodelling of PG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121324
path1412	5	REACTOME_INTERLEUKIN_23_SIGNALING	0.007167585043659486	1	REACTOME_INTERLEUKIN_23_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path771	4	REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	0.007276386603871511	1	REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path359	4	REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	0.007305696166493636	1	REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path37	19	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	0.007519136668535654	1	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1433	25	REACTOME_NGF_STIMULATED_TRANSCRIPTION	0.007994908685044932	1	REACTOME_NGF_STIMULATED_TRANSCRIPTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1247	16	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	0.0079996648833175	1	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path151	10	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	0.008227793598448213	1	REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path332	33	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.008572424160471354	1	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	M11215	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13638	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in NRAGE signals death through JNK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13638
path1546	26	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	0.008616372689269897	1	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path125	7	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.00863349103582832	1	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	M626	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120722	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Acyl chain remodelling of PI	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_120722
path1558	12	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.00865835196446274	1	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1465	5	REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	0.008680376723754005	1	REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path314	5	REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0.008747332612248701	1	REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path52	11	REACTOME_SIGNALING_BY_NODAL	0.008888634620388575	1	REACTOME_SIGNALING_BY_NODAL	M511	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111057	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Signaling by NODAL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_111057
path836	9	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.009101986273566098	1	REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path7	18	REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	0.009268693140644083	1	REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path570	6	REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	0.009354017314787943	1	REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path456	5	REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	0.009370279860327482	1	REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1044	38	REACTOME_INTERLEUKIN_10_SIGNALING	0.00939964142031566	1	REACTOME_INTERLEUKIN_10_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path343	6	REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.009440058835063037	1	REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	M710	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12380	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in VEGF ligand-receptor interactions	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12380
path620	43	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.009504652547566004	1	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	M625	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_15344	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Chemokine receptors bind chemokines	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_15344
path347	19	REACTOME_METABOLISM_OF_STEROID_HORMONES	0.00961614858894953	1	REACTOME_METABOLISM_OF_STEROID_HORMONES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path804	312	REACTOME_SIGNALING_BY_INTERLEUKINS	0.009665990699312283	1	REACTOME_SIGNALING_BY_INTERLEUKINS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1326	11	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	0.009749712691262432	1	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	NA	NA	NA	NA	NA	NA	NA	NA	NA
path122	7	REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.009777949069274943	1	REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	M703	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121384	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Acyl chain remodelling of PS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_121384
path535	4	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	0.009808294711254453	1	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	NA	NA	NA	NA	NA	NA	NA	NA	NA
path850	17	REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	0.010126679888490036	1	REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1021	28	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.010405141774224514	1	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path612	7	REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	0.011019046410625864	1	REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1042	13	REACTOME_FANCONI_ANEMIA_PATHWAY	0.011787427282239901	1	REACTOME_FANCONI_ANEMIA_PATHWAY	M14990	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18410	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Fanconi Anemia pathway	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18410
path1228	3	REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	0.01256895957486595	1	REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path550	3	REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	0.01299565509712161	1	REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
