pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	GOID
path790	3	GOCC_MEIOTIC_SPINDLE	1.0438864528508167e-6	3.342292632298112e-4	GO_MEIOTIC_SPINDLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path427	68	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	1.0440267406922744e-6	3.342292632298112e-4	GO_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	M17643	http://amigo.geneontology.org/amigo/term/GO:0031461	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any ubiquitin ligase complex in which the catalytic core consists of a member of the cullin family and a RING domain protein; the core is associated with one or more additional proteins that confer substrate specificity.	GO:0031461
path480	5	GOCC_CUTICULAR_PLATE	1.1475517265179353e-6	3.342292632298112e-4	GO_CUTICULAR_PLATE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path234	10	GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	1.1767593912466698e-6	3.342292632298112e-4	GO_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	M17087	http://amigo.geneontology.org/amigo/term/GO:0008540	EntrezGeneIds	C5	CC	Gene Ontology	GO	The subcomplex of the proteasome regulatory particle that directly associates with the proteasome core complex.	GO:0008540
path22	22	GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	1.2152632478827566e-6	3.342292632298112e-4	GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	M17847	http://amigo.geneontology.org/amigo/term/GO:0000307	EntrezGeneIds	C5	CC	Gene Ontology	GO	Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner.	GO:0000307
path31	73	GOCC_KINETOCHORE	1.2323785423363662e-6	3.342292632298112e-4	GO_KINETOCHORE	M17472	http://amigo.geneontology.org/amigo/term/GO:0000776	EntrezGeneIds	C5	CC	Gene Ontology	GO	A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules.	GO:0000776
path789	76	GOCC_MITOTIC_SPINDLE	1.2392253585042053e-6	3.342292632298112e-4	GO_MITOTIC_SPINDLE	M17132	http://amigo.geneontology.org/amigo/term/GO:0072686	EntrezGeneIds	C5	CC	Gene Ontology	GO	A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules.	GO:0072686
path818	15	GOCC_INO80_TYPE_COMPLEX	1.2980709226258016e-6	3.375968099178799e-4	GO_INO80_TYPE_COMPLEX	M17104	http://amigo.geneontology.org/amigo/term/GO:0097346	EntrezGeneIds	C5	CC	Gene Ontology	GO	A chromatin remodeling protein complex initially purified from S. cerevisiae and containing more than 10 subunits, including the SWR1-related complexes. INO80 (inositol requiring 80)-type complexes have diverse functions, including promoting transcriptional activation and DNA repair.	GO:0097346
path729	59	GOCC_TIGHT_JUNCTION	1.4294197475864384e-6	3.5173752515283194e-4	GO_TIGHT_JUNCTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path975	2	GOCC_GATOR1_COMPLEX	1.5386285459596615e-6	3.5173752515283194e-4	GO_GATOR1_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path468	5	GOCC_CHROMOSOME_PASSENGER_COMPLEX	1.5653841723835965e-6	3.5173752515283194e-4	GO_CHROMOSOME_PASSENGER_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path827	18	GOCC_MITOTIC_SPINDLE_POLE	1.5751416693777621e-6	3.5173752515283194e-4	GO_MITOTIC_SPINDLE_POLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path3	7	GOCC_SAGA_COMPLEX	1.6605089718100742e-6	3.5173752515283194e-4	GO_SAGA_COMPLEX	M17050	http://amigo.geneontology.org/amigo/term/GO:0000124	EntrezGeneIds	C5	CC	Gene Ontology	GO	A SAGA-type histone acetyltransferase complex that contains Spt8 (in budding yeast) or a homolog thereof; additional polypeptides include Spt group, consisting of Spt7, Spt3, and Spt20/Ada5, which interact with the TATA-binding protein (TBP); the Ada group, consisting of Ada1, Ada2, Ada3, Ada4/Gcn5, and Ada5/Spt20, which is functionally linked to the nucleosomal HAT activity; Tra1, an ATM/PI-3 kinase-related protein that targets DNA-bound activators for recruitment to promoters; the TBP-associated factor (TAF) proteins, consisting of Taf5, Taf6, Taf9, Taf10, and Taf12, which mediate nucleosomal HAT activity and are thought to help recruit the basal transcription machinery.	GO:0000124
path120	11	GOCC_ANAPHASE_PROMOTING_COMPLEX	1.6622663147770714e-6	3.5173752515283194e-4	GO_ANAPHASE_PROMOTING_COMPLEX	M17133	http://amigo.geneontology.org/amigo/term/GO:0005680	EntrezGeneIds	C5	CC	Gene Ontology	GO	A ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis. Substrate recognition by APC occurs through degradation signals, the most common of which is termed the Dbox degradation motif, originally discovered in cyclin B.	GO:0005680
path432	5	GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	1.7270968925433876e-6	3.5173752515283194e-4	GO_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path662	3	GOCC_NSL_COMPLEX	1.738854567449784e-6	3.5173752515283194e-4	GO_NSL_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path402	37	GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	1.8141872636434318e-6	3.570576427386021e-4	GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path859	33	GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	1.942770711090217e-6	3.7230245048426906e-4	GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	M17617	http://amigo.geneontology.org/amigo/term/GO:0098573	EntrezGeneIds	C5	CC	Gene Ontology	GO	The component of the mitochondrial membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane.	GO:0098573
path471	6	GOCC_SYMMETRIC_SYNAPSE	2.1483242303791182e-6	3.9442301179137243e-4	GO_SYMMETRIC_SYNAPSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path91	7	GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	2.16652793162782e-6	3.9442301179137243e-4	GO_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path761	6	GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	2.3203324907523312e-6	4.1212058580766825e-4	GO_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path30	96	GOCC_CHROMOSOME_CENTROMERIC_REGION	2.3897385838919736e-6	4.1434208686000606e-4	GO_CHROMOSOME_CENTROMERIC_REGION	M17062	http://amigo.geneontology.org/amigo/term/GO:0000775	EntrezGeneIds	C5	CC	Gene Ontology	GO	The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome.	GO:0000775
path476	24	GOCC_STEREOCILIUM_BUNDLE	2.4627406082189204e-6	4.1706923924029213e-4	GO_STEREOCILIUM_BUNDLE	M17285	http://amigo.geneontology.org/amigo/term/GO:0032421	EntrezGeneIds	C5	CC	Gene Ontology	GO	A bundle of cross-linked stereocilia, arranged around a kinocilium on the apical surface of a sensory hair cell (e.g. a neuromast, auditory or vestibular hair cell). Stereocilium bundles act as mechanosensory organelles by responding to fluid motion or fluid pressure changes.	GO:0032421
path395	23	GOCC_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE	2.545918806856467e-6	4.202192355457275e-4	GO_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE	M17407	http://amigo.geneontology.org/amigo/term/GO:0031228	EntrezGeneIds	C5	CC	Gene Ontology	GO	The component of the Golgi membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane.	GO:0031228
path47	2	GOCC_ORIGIN_RECOGNITION_COMPLEX	2.59675214046842e-6	4.202192355457275e-4	GO_ORIGIN_RECOGNITION_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path195	182	GOCC_MICROTUBULE	2.8432391678223797e-6	4.501046560116424e-4	GO_MICROTUBULE	M17349	http://amigo.geneontology.org/amigo/term/GO:0005874	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.	GO:0005874
path257	4	GOCC_PREFOLDIN_COMPLEX	3.048020662044051e-6	4.7225655272008866e-4	GO_PREFOLDIN_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path455	166	GOCC_NUCLEAR_MEMBRANE	3.250225766116743e-6	4.930945873345236e-4	GO_NUCLEAR_MEMBRANE	M17711	http://amigo.geneontology.org/amigo/term/GO:0031965	EntrezGeneIds	C5	CC	Gene Ontology	GO	Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space.	GO:0031965
path176	9	GOCC_CHAPERONIN_CONTAINING_T_COMPLEX	3.370785887797581e-6	5.009484427134107e-4	GO_CHAPERONIN_CONTAINING_T_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path197	32	GOCC_SPINDLE_MICROTUBULE	3.4662842374774094e-6	5.02294499864086e-4	GO_SPINDLE_MICROTUBULE	M17584	http://amigo.geneontology.org/amigo/term/GO:0005876	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole.	GO:0005876
path17	108	GOCC_NUCLEAR_CHROMOSOME	3.5677002595109366e-6	5.02294499864086e-4	GO_NUCLEAR_CHROMOSOME	M17269	http://amigo.geneontology.org/amigo/term/GO:0000228	EntrezGeneIds	C5	CC	Gene Ontology	GO	A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact.	GO:0000228
path52	4	GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX	3.586772426362483e-6	5.02294499864086e-4	GO_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path39	101	GOCC_CONDENSED_CHROMOSOME	3.6577062758906197e-6	5.025634515315917e-4	GO_CONDENSED_CHROMOSOME	M17639	http://amigo.geneontology.org/amigo/term/GO:0000793	EntrezGeneIds	C5	CC	Gene Ontology	GO	A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure.	GO:0000793
path100	261	GOCC_NUCLEAR_ENVELOPE	3.940360147077048e-6	5.310219456343313e-4	GO_NUCLEAR_ENVELOPE	M16993	http://amigo.geneontology.org/amigo/term/GO:0005635	EntrezGeneIds	C5	CC	Gene Ontology	GO	The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space).	GO:0005635
path701	383	GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	4.010672639030537e-6	5.310219456343313e-4	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	M17101	http://amigo.geneontology.org/amigo/term/GO:0048471	EntrezGeneIds	C5	CC	Gene Ontology	GO	Cytoplasm situated near, or occurring around, the nucleus.	GO:0048471
path733	4	GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2	4.131217280446897e-6	5.37214781814561e-4	GO_TRANSCRIPTION_EXPORT_COMPLEX_2	NA	NA	NA	NA	NA	NA	NA	NA	NA
path457	578	GOCC_ENVELOPE	4.378444018950672e-6	5.593747899183864e-4	GO_ENVELOPE	M17684	http://amigo.geneontology.org/amigo/term/GO:0031975	EntrezGeneIds	C5	CC	Gene Ontology	GO	A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers.	GO:0031975
path467	4	GOCC_DENSE_CORE_GRANULE_MEMBRANE	4.529085789634998e-6	5.686440476013872e-4	GO_DENSE_CORE_GRANULE_MEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path358	14	GOCC_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	4.686070783505163e-6	5.783820105222766e-4	GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	M17223	http://amigo.geneontology.org/amigo/term/GO:0030867	EntrezGeneIds	C5	CC	Gene Ontology	GO	The lipid bilayer surrounding the rough endoplasmic reticulum.	GO:0030867
path456	46	GOCC_ORGANELLE_ENVELOPE_LUMEN	4.796391624880564e-6	5.821318072414289e-4	GO_ORGANELLE_ENVELOPE_LUMEN	M17583	http://amigo.geneontology.org/amigo/term/GO:0031970	EntrezGeneIds	C5	CC	Gene Ontology	GO	The region between the inner and outer lipid bilayers of an organelle envelope.	GO:0031970
path870	164	GOCC_CHROMOSOMAL_REGION	5.1405249262333535e-6	6.085927792249304e-4	GO_CHROMOSOMAL_REGION	M17130	http://amigo.geneontology.org/amigo/term/GO:0098687	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any subdivision of a chromosome along its length.	GO:0098687
path969	64	GOCC_PEPTIDASE_COMPLEX	5.181560112944499e-6	6.085927792249304e-4	GO_PEPTIDASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path282	1	GOCC_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX	5.328764289155559e-6	6.159477946908352e-4	GO_AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path817	4	GOCC_RIPOPTOSOME	5.573384454548736e-6	6.304307823286304e-4	GO_RIPOPTOSOME	NA	NA	NA	NA	NA	NA	NA	NA	NA
path105	48	GOCC_NUCLEAR_PORE	5.627206119612879e-6	6.304307823286304e-4	GO_NUCLEAR_PORE	M17706	http://amigo.geneontology.org/amigo/term/GO:0005643	EntrezGeneIds	C5	CC	Gene Ontology	GO	Any of the numerous similar discrete openings in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined.	GO:0005643
path53	77	GOCC_SPINDLE_POLE	5.868128647976867e-6	6.474610313401322e-4	GO_SPINDLE_POLE	M17145	http://amigo.geneontology.org/amigo/term/GO:0000922	EntrezGeneIds	C5	CC	Gene Ontology	GO	Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.	GO:0000922
path983	9	GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	5.978787636872787e-6	6.498247807997111e-4	GO_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path937	17	GOCC_CHAPERONE_COMPLEX	6.100043212588662e-6	6.53253796993106e-4	GO_CHAPERONE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path295	22	GOCC_PROTEASOME_ACCESSORY_COMPLEX	6.391362114652507e-6	6.745315644726013e-4	GO_PROTEASOME_ACCESSORY_COMPLEX	M17780	http://amigo.geneontology.org/amigo/term/GO:0022624	EntrezGeneIds	C5	CC	Gene Ontology	GO	A protein complex, that caps one or both ends of the proteasome core complex and regulates entry into, or exit from, the proteasome core complex.	GO:0022624
path80	28	GOCC_PHOTORECEPTOR_INNER_SEGMENT	6.607708577922184e-6	6.874019894879355e-4	GO_PHOTORECEPTOR_INNER_SEGMENT	M17610	http://amigo.geneontology.org/amigo/term/GO:0001917	EntrezGeneIds	C5	CC	Gene Ontology	GO	The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs.	GO:0001917
path290	236	GOCC_ORGANELLE_INNER_MEMBRANE	6.725957185718268e-6	6.875268905930988e-4	GO_ORGANELLE_INNER_MEMBRANE	M17232	http://amigo.geneontology.org/amigo/term/GO:0019866	EntrezGeneIds	C5	CC	Gene Ontology	GO	The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites.	GO:0019866
path138	334	GOCC_MITOCHONDRIAL_ENVELOPE	6.797735177291091e-6	6.875268905930988e-4	GO_MITOCHONDRIAL_ENVELOPE	M17738	http://amigo.geneontology.org/amigo/term/GO:0005740	EntrezGeneIds	C5	CC	Gene Ontology	GO	The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space.	GO:0005740
path143	24	GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	6.970096306021152e-6	6.892698219774096e-4	GO_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path970	52	GOCC_ENDOPEPTIDASE_COMPLEX	7.004272602340812e-6	6.892698219774096e-4	GO_ENDOPEPTIDASE_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path949	372	GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	7.181613545467195e-6	6.972984691985318e-4	GO_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	NA	NA	NA	NA	NA	NA	NA	NA	NA
path727	12	GOCC_CYTOCHROME_COMPLEX	7.3093299003012906e-6	7.003609375377647e-4	GO_CYTOCHROME_COMPLEX	M16988	http://amigo.geneontology.org/amigo/term/GO:0070069	EntrezGeneIds	C5	CC	Gene Ontology	GO	A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions.	GO:0070069
path436	12	GOCC_FILOPODIUM_MEMBRANE	8.101125432364842e-6	7.661478289305452e-4	GO_FILOPODIUM_MEMBRANE	M17016	http://amigo.geneontology.org/amigo/term/GO:0031527	EntrezGeneIds	C5	CC	Gene Ontology	GO	The portion of the plasma membrane surrounding a filopodium.	GO:0031527
path137	719	GOCC_MITOCHONDRION	8.49981556439361e-6	7.935473456998544e-4	GO_MITOCHONDRION	M17490	http://amigo.geneontology.org/amigo/term/GO:0005739	EntrezGeneIds	C5	CC	Gene Ontology	GO	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.	GO:0005739
path656	110	GOCC_NEURON_SPINE	9.303481634349191e-6	8.480413924106713e-4	GO_NEURON_SPINE	M17263	http://amigo.geneontology.org/amigo/term/GO:0044309	EntrezGeneIds	C5	CC	Gene Ontology	GO	A small membranous protrusion, often ending in a bulbous head and attached to the neuron by a narrow stalk or neck.	GO:0044309
path144	21	GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	9.316420740715297e-6	8.480413924106713e-4	GO_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	NA	NA	NA	NA	NA	NA	NA	NA	NA
path115	23	GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	9.604927094089074e-6	8.635092570809292e-4	GO_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	M16999	http://amigo.geneontology.org/amigo/term/GO:0005669	EntrezGeneIds	C5	CC	Gene Ontology	GO	A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters.	GO:0005669
path990	1	GOCC_MICROVESICLE	9.842923131273078e-6	8.741142192093475e-4	GO_MICROVESICLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path867	2	GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	1.0089173121721829e-5	8.774161838434293e-4	GO_PHOTORECEPTOR_RIBBON_SYNAPSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
