pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	GOID
path1051	5	GOMF_BETA_1_ADRENERGIC_RECEPTOR_BINDING	0.006515487275015983	1	GO_BETA_1_ADRENERGIC_RECEPTOR_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1351	7	GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	0.006650553069604603	1	GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1239	2	GOMF_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY	0.00711001665947036	1	GO_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1059	5	GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING	0.007173999063760553	1	GO_CCR5_CHEMOKINE_RECEPTOR_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1454	6	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	0.007192182203667798	1	GO_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1223	1	GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H4_K20_SPECIFIC	0.007292342266268311	1	GO_HISTONE_METHYLTRANSFERASE_ACTIVITY_H4_K20_SPECIFIC	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1444	59	GOMF_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	0.00730927747451029	1	GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	M18646	http://amigo.geneontology.org/amigo/term/GO:0052689	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the hydrolysis of a carboxylic ester bond.	GO:0052689
path1662	2	GOMF_CYTOSKELETON_NUCLEAR_MEMBRANE_ANCHOR_ACTIVITY	0.007427999419237305	1	GO_CYTOSKELETON_NUCLEAR_MEMBRANE_ANCHOR_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1133	6	GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_5_PHOSPHATASE_ACTIVITY	0.007619191246458504	1	GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_5_PHOSPHATASE_ACTIVITY	M18133	http://amigo.geneontology.org/amigo/term/GO:0034595	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the removal of the 5-phosphate group of a phosphatidylinositol phosphate.	GO:0034595
path1423	11	GOMF_PEPTIDE_HORMONE_RECEPTOR_BINDING	0.007662653992363677	1	GO_PEPTIDE_HORMONE_RECEPTOR_BINDING	M18065	http://amigo.geneontology.org/amigo/term/GO:0051428	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a receptor for peptide hormones.	GO:0051428
path239	12	GOMF_MAP_KINASE_ACTIVITY	0.007672656746416059	1	GO_MAP_KINASE_ACTIVITY	M18212	http://amigo.geneontology.org/amigo/term/GO:0004707	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the reaction: protein + ATP = protein phosphate + ADP. This reaction is the phosphorylation of proteins. Mitogen-activated protein kinase; a family of protein kinases that perform a crucial step in relaying signals from the plasma membrane to the nucleus. They are activated by a wide range of proliferation- or differentiation-inducing signals; activation is strong with agonists such as polypeptide growth factors and tumor-promoting phorbol esters, but weak (in most cell backgrounds) by stress stimuli.	GO:0004707
path193	21	GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY	0.007702845284394092	1	GO_ENDODEOXYRIBONUCLEASE_ACTIVITY	M18620	http://amigo.geneontology.org/amigo/term/GO:0004520	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the hydrolysis of ester linkages within deoxyribonucleic acid by creating internal breaks.	GO:0004520
path1208	14	GOMF_MHC_PROTEIN_BINDING	0.007824853598794972	1	GO_MHC_PROTEIN_BINDING	M18976	http://amigo.geneontology.org/amigo/term/GO:0042287	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with major histocompatibility complex molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation.	GO:0042287
path990	14	GOMF_ANKYRIN_BINDING	0.008002626294783018	1	GO_ANKYRIN_BINDING	M18041	http://amigo.geneontology.org/amigo/term/GO:0030506	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with ankyrin, a 200 kDa cytoskeletal protein that attaches other cytoskeletal proteins to integral membrane proteins.	GO:0030506
path429	127	GOMF_MICROTUBULE_BINDING	0.008061024926852027	1	GO_MICROTUBULE_BINDING	M18777	http://amigo.geneontology.org/amigo/term/GO:0008017	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers.	GO:0008017
path436	6	GOMF_CHITIN_BINDING	0.008202323011557176	1	GO_CHITIN_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path243	30	GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	0.008241136191811766	1	GO_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	M17850	http://amigo.geneontology.org/amigo/term/GO:0004712	EntrezGeneIds	C5	MF	Gene Ontology	GO	Catalysis of the reactions: ATP + a protein serine = ADP + protein serine phosphate; ATP + a protein threonine = ADP + protein threonine phosphate; and ATP + a protein tyrosine = ADP + protein tyrosine phosphate.	GO:0004712
path1495	2	GOMF_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING	0.008386177958070194	1	GO_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1234	20	GOMF_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.008746356503775303	1	GO_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path12	3	GOMF_3_KETO_STEROL_REDUCTASE_ACTIVITY	0.008985380087186098	1	GO_3_KETO_STEROL_REDUCTASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path97	3	GOMF_DOUBLE_STRANDED_RNA_ADENOSINE_DEAMINASE_ACTIVITY	0.00913846288744265	1	GO_DOUBLE_STRANDED_RNA_ADENOSINE_DEAMINASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path486	3	GOMF_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	0.00913846288744265	1	GO_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1706	5	GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY	0.009151736160985482	1	GO_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path953	16	GOMF_MHC_PROTEIN_COMPLEX_BINDING	0.009169791951141744	1	GO_MHC_PROTEIN_COMPLEX_BINDING	M17871	http://amigo.geneontology.org/amigo/term/GO:0023023	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with the major histocompatibility complex.	GO:0023023
path1170	2	GOMF_OXIDATIVE_RNA_DEMETHYLASE_ACTIVITY	0.00925852748189898	1	GO_OXIDATIVE_RNA_DEMETHYLASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path224	3	GOMF_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY	0.009798323780551144	1	GO_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path904	3	GOMF_PROCOLLAGEN_PROLINE_DIOXYGENASE_ACTIVITY	0.009798323780551144	1	GO_PROCOLLAGEN_PROLINE_DIOXYGENASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1541	22	GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	0.010204112955187706	1	GO_NEUROPEPTIDE_RECEPTOR_BINDING	M18007	http://amigo.geneontology.org/amigo/term/GO:0071855	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a neuropeptide receptor.	GO:0071855
path250	5	GOMF_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	0.010210957342544506	1	GO_CALCIUM_DEPENDENT_PROTEIN_SERINE_THREONINE_PHOSPHATASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1073	6	GOMF_MYOSIN_HEAVY_CHAIN_BINDING	0.010346401670104553	1	GO_MYOSIN_HEAVY_CHAIN_BINDING	M18560	http://amigo.geneontology.org/amigo/term/GO:0032036	EntrezGeneIds	C5	MF	Gene Ontology	GO	Interacting selectively and non-covalently with a heavy chain of a myosin complex.	GO:0032036
path322	127	GOMF_CYTOKINE_ACTIVITY	0.010393179154077269	1	GO_CYTOKINE_ACTIVITY	M19159	http://amigo.geneontology.org/amigo/term/GO:0005125	EntrezGeneIds	C5	MF	Gene Ontology	GO	Functions to control the survival, growth, differentiation and effector function of tissues and cells.	GO:0005125
path1147	5	GOMF_HISTONE_SERINE_KINASE_ACTIVITY	0.010687317883714962	1	GO_HISTONE_SERINE_KINASE_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path268	28	GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	0.010782601171288613	1	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	M19182	http://amigo.geneontology.org/amigo/term/GO:0004869	EntrezGeneIds	C5	MF	Gene Ontology	GO	Stops, prevents or reduces the activity of a cysteine-type endopeptidase, any enzyme that hydrolyzes peptide bonds in polypeptides by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.	GO:0004869
